Total Length of URL, Length of Base URL, Number of Sub-Folders, Top-Level Domain, Is Redirecting URL
223, 11, 11, .tv, False
37, 19, 3, .au, False
54, 19, 4, .au, False
52, 11, 6, .tv, False
19, 13, 2, .ml, False
32, 24, 1, .com, False
16, 15, 1, .com, False
17, 16, 1, .com, False
65, 35, 2, .com, False
50, 37, 2, .com, False
74, 37, 3, .com, False
49, 32, 1, .com, False
198, 36, 8, .com, False
78, 27, 2, .com, False
49, 37, 1, .com, False
49, 37, 1, .com, False
65, 62, 1, .au, False
66, 62, 2, .au, False
120, 12, 5, .com, False
23, 13, 1, .net, False
94, 18, 5, .com, False
42, 14, 5, .156, False
35, 17, 2, .net, False
57, 34, 4, .br, False
15, 4, 1, .co, False
22, 10, 3, .cz, False
28, 24, 2, .com, False
27, 11, 2, .it, False
49, 35, 2, .com, False
37, 33, 1, .com, False
83, 67, 2, .com, False
32, 23, 3, .com, False
44, 13, 3, .dk, False
49, 32, 2, .com, False
47, 34, 2, .com, False
82, 22, 4, .com, False
172, 17, 2, .tk, False
45, 19, 1, .online, False
24, 19, 2, .online, False
24, 19, 2, .online, False
26, 19, 2, .online, False
30, 19, 2, .online, False
28, 19, 2, .online, False
23, 19, 2, .online, False
26, 19, 2, .online, False
24, 19, 2, .online, False
26, 19, 2, .online, False
26, 19, 2, .online, False
24, 19, 2, .online, False
102, 36, 3, .online, False
58, 19, 1, .us, False
67, 13, 2, .com, False
26, 14, 1, .sc, False
32, 31, 1, .com, False
33, 23, 1, .com, False
42, 23, 2, .com, False
48, 13, 3, .41, False
49, 19, 2, .lt, False
34, 10, 2, .site, False
31, 12, 4, .com, False
54, 27, 4, .com, False
23, 18, 2, .pe, False
254, 63, 2, .ru, False
50, 38, 1, .com, False
50, 38, 1, .com, False
13, 6, 1, .gl, True: goo.gl
128, 18, 2, .com, False
13, 12, 1, .ru, False
53, 18, 2, .it, False
53, 20, 3, .com, False
56, 26, 2, .uk, False
24, 10, 2, .gq, False
41, 27, 2, .org, False
35, 27, 2, .org, False
38, 19, 2, .tk, False
39, 19, 2, .tk, False
361, 17, 3, .com, False
22, 21, 1, .com, False
25, 24, 1, .com, False
352, 17, 3, .com, False
61, 18, 7, .com, False
23, 15, 3, .com, False
98, 53, 2, .com, False
55, 27, 1, .com, False
59, 33, 3, .mx, False
62, 23, 2, .com, False
83, 28, 5, .org, False
51, 13, 3, .net, False
57, 18, 2, .com, False
36, 32, 2, .com, False
24, 23, 1, .com, False
15, 14, 1, .net, False
48, 40, 2, .ga, False
234, 16, 2, .com, False
30, 12, 2, .54, False
19, 16, 2, .pw, False
52, 12, 4, .com, False
230, 23, 5, .com, False
29, 18, 2, .xyz, False
30, 18, 3, .xyz, False
42, 18, 1, .com, False
41, 24, 2, .com, False
48, 14, 2, .com, False
49, 35, 2, .com, False
173, 24, 5, .website, False
25, 7, 3, .by, False
45, 10, 4, .org, False
14, 13, 1, .com, False
79, 37, 6, .com, False
22, 10, 3, .pl, False
453, 23, 4, .com, False
230, 14, 3, .xyz, False
65, 14, 3, .xyz, False
64, 14, 3, .xyz, False
67, 19, 4, .au, False
74, 19, 4, .au, False
51, 18, 2, .it, False
36, 19, 2, .au, False
61, 14, 2, .com, False
19, 18, 1, .com, False
25, 14, 1, .tk, False
91, 35, 5, .net, False
66, 23, 3, .com, False
67, 15, 2, .com, False
22, 21, 1, .com, False
21, 18, 2, .net, False
225, 18, 2, .net, False
27, 11, 1, .ca, False
325, 19, 7, .in, False
295, 15, 2, .ir, False
43, 18, 3, .mx, False
34, 18, 3, .mx, False
29, 18, 1, .mx, False
21, 15, 1, .tk, False
31, 31, 0, .com, False
48, 25, 5, .br, False
48, 40, 2, .com, False
41, 13, 5, .pt, False
167, 14, 4, .ru, False
22, 21, 1, .com, False
58, 32, 2, .com, False
21, 21, 0, .ml, False
203, 16, 10, .kr, False
66, 14, 3, .org, False
124, 33, 5, .com, False
21, 20, 1, .com, False
45, 24, 3, .ga, False
40, 28, 1, .com, False
35, 17, 3, .cf, False
32, 16, 1, .com, False
57, 16, 2, .com, False
13, 6, 1, .gl, True: goo.gl
13, 6, 1, .gl, True: goo.gl
13, 6, 1, .gl, True: goo.gl
25, 18, 1, .com, False
47, 19, 3, .tech, False
102, 11, 8, .by, False
35, 13, 2, .com, False
36, 13, 3, .com, False
158, 18, 6, .com, False
60, 19, 5, .net, False
27, 9, 4, .com, False
31, 20, 2, .com, False
248, 40, 3, .net, False
24, 23, 1, .com, False
68, 31, 5, .com, False
818, 37, 1, .com, False
14, 13, 1, .ga, False
40, 13, 3, .ga, False
44, 17, 4, .br, False
18, 18, 0, .com, False
19, 18, 1, .com, False
187, 17, 4, .com, False
33, 32, 1, .com, False
34, 33, 1, .com, False
42, 23, 3, .com, False
67, 17, 5, .com, False
37, 22, 2, .id, False
44, 43, 1, .com, False
68, 27, 5, .com, False
48, 25, 3, .id, False
64, 8, 4, .ch, False
38, 18, 4, .no, False
22, 21, 1, .com, False
38, 18, 2, .br, False
186, 23, 6, .com, False
95, 19, 7, .tr, False
47, 46, 1, .com, False
23, 22, 1, .org, False
186, 23, 6, .com, False
29, 28, 1, .com, False
34, 33, 1, .com, False
42, 22, 3, .online, False
28, 27, 1, .com, False
18, 17, 1, .me, False
20, 19, 1, .org, False
31, 30, 1, .com, False
47, 22, 2, .id, False
70, 22, 3, .id, False
39, 31, 2, .net, False
45, 17, 3, .com, False
18, 17, 1, .com, False
52, 31, 2, .net, False
16, 15, 1, .com, False
200, 22, 4, .id, False
70, 22, 3, .id, False
102, 24, 5, .com, False
200, 22, 4, .id, False
46, 45, 1, .com, False
199, 22, 4, .id, False
99, 20, 7, .com, False
74, 22, 5, .com, False
105, 20, 6, .com, False
74, 22, 5, .com, False
95, 14, 1, .com, False
120, 14, 1, .com, False
43, 31, 1, .com, False
10, 4, 1, .co, True: x.co
29, 13, 2, .jp, False
28, 16, 1, .site, False
339, 15, 2, .ir, False
344, 15, 3, .us, False
344, 15, 3, .us, False
44, 43, 1, .com, False
13, 8, 1, .ink, False
16, 7, 1, .icu, False
488, 29, 2, .com, False
30, 16, 3, .mx, False
31, 16, 4, .mx, False
479, 37, 1, .com, False
13, 7, 1, .tl, False
35, 28, 1, .com, False
13, 6, 1, .gl, True: goo.gl
16, 10, 1, .im, False
20, 19, 1, .cf, False
10, 4, 1, .co, True: x.co
36, 28, 2, .com, False
49, 28, 2, .com, False
116, 21, 4, .com, False
31, 24, 1, .com, False
15, 7, 1, .icu, False
34, 7, 1, .icu, False
21, 8, 2, .ink, False
64, 14, 5, .ru, False
54, 14, 5, .ru, False
13, 8, 1, .ink, False
63, 14, 6, .ru, False
322, 19, 3, .me, False
317, 40, 5, .com, False
46, 19, 1, .me, False
602, 28, 2, .com, False
24, 14, 2, .com, False
389, 37, 1, .com, False
61, 36, 3, .com, False
47, 20, 3, .com, False
32, 31, 1, .com, False
41, 31, 1, .com, False
61, 36, 3, .com, False
16, 14, 1, .uk, False
17, 14, 2, .uk, False
36, 19, 2, .com, False
128, 19, 4, .com, False
23, 13, 2, .com, False
44, 13, 3, .com, False
42, 13, 2, .com, True: x.co
48, 17, 3, .com, False
18, 17, 1, .net, False
15, 7, 1, .ie, False
54, 17, 3, .net, False
82, 26, 6, .com, False
13, 6, 1, .gl, True: goo.gl
19, 15, 2, .nl, False
15, 14, 1, .net, False
35, 10, 1, .com, False
50, 20, 4, .com, False
13, 6, 1, .ly, True: bit.ly
26, 16, 2, .com, False
296, 38, 1, .com, False
61, 20, 5, .com, False
25, 12, 1, .kz, False
50, 42, 1, .com, False
51, 42, 2, .com, False
71, 56, 1, .com, False
46, 38, 1, .com, False
47, 38, 2, .com, False
48, 40, 1, .com, False
49, 40, 2, .com, False
45, 37, 1, .com, False
46, 37, 2, .com, False
48, 40, 1, .com, False
49, 40, 2, .com, False
49, 41, 1, .com, False
50, 41, 2, .com, False
50, 42, 1, .com, False
51, 42, 2, .com, False
47, 39, 1, .com, False
48, 39, 2, .com, False
46, 38, 1, .com, False
47, 38, 2, .com, False
126, 56, 5, .com, False
127, 56, 6, .com, False
48, 40, 1, .com, False
49, 40, 2, .com, False
46, 38, 1, .com, False
47, 38, 2, .com, False
36, 23, 1, .uk, False
33, 17, 2, .com, False
114, 14, 2, .com, False
26, 11, 2, .tk, False
48, 37, 1, .com, False
49, 37, 1, .com, False
18, 11, 1, .org, False
18, 11, 1, .org, False
52, 11, 3, .org, False
103, 17, 5, .net, False
50, 7, 1, .tl, False
31, 15, 2, .com, False
66, 28, 4, .com, False
47, 17, 2, .com, False
46, 21, 4, .ga, False
14, 5, 1, .gd, False
44, 22, 2, .br, False
77, 59, 2, .net, False
28, 10, 1, .ly, False
66, 59, 1, .net, False
62, 58, 2, .be, False
40, 10, 2, .cf, False
29, 17, 3, .com, False
70, 17, 4, .com, False
195, 39, 2, .com, False
27, 14, 1, .com, False
23, 23, 0, .com, False
18, 18, 0, .jp, False
66, 40, 2, .com, False
68, 42, 2, .com, False
64, 38, 2, .com, False
22, 21, 1, .com, False
22, 13, 2, .239, False
52, 15, 5, .gr, False
57, 16, 3, .il, False
56, 21, 4, .com, False
24, 13, 3, .com, False
32, 32, 0, .top, False
98, 39, 7, .net, False
137, 15, 9, .gr, False
56, 17, 4, .com, False
55, 32, 2, .com, False
6, 6, 0, .https:, False
54, 17, 3, .net, False
27, 16, 2, .com, False
15, 5, 1, .gd, False
54, 31, 1, .net, False
115, 21, 4, .com, False
116, 21, 4, .com, False
301, 40, 12, .com, False
50, 38, 1, .com, False
37, 7, 1, .icu, False
49, 37, 1, .com, False
40, 15, 4, .com, False
44, 15, 3, .com, False
48, 19, 3, .com, False
82, 24, 6, .com, False
50, 25, 5, .org, False
50, 25, 5, .org, False
61, 25, 5, .org, False
61, 25, 5, .org, False
61, 25, 5, .org, False
48, 47, 1, .ml, False
49, 38, 1, .com, False
50, 38, 1, .com, False
70, 17, 2, .com, False
47, 17, 2, .com, False
227, 17, 5, .com, False
22, 21, 1, .com, False
76, 21, 4, .com, False
77, 21, 5, .com, False
59, 38, 2, .za, False
27, 13, 2, .com, False
33, 31, 1, .net, False
52, 20, 5, .com, False
62, 17, 6, .com, False
37, 28, 1, .com, False
41, 34, 1, .com, False
382, 38, 1, .com, False
10, 4, 1, .co, True: x.co
124, 24, 7, .host, False
44, 36, 1, .com, False
60, 15, 6, .com, False
38, 24, 2, .org, False
31, 12, 2, .230, False
32, 12, 3, .230, False
72, 6, 1, .Ly, False
68, 21, 3, .net, False
48, 40, 1, .ml, False
55, 10, 6, .com, False
28, 9, 2, .ml, False
48, 15, 5, .com, False
43, 27, 1, .com, False
33, 32, 1, .com, False
43, 18, 2, .com, False
149, 18, 2, .com, False
69, 24, 6, .com, False
61, 15, 2, .com, False
21, 21, 0, .xyz, False
49, 16, 4, .br, False
109, 22, 2, .info, False
40, 32, 1, .com, False
82, 32, 4, .com, False
56, 17, 5, .com, False
16, 9, 2, .in, False
28, 16, 2, .ga, False
29, 16, 3, .ga, False
56, 17, 3, .ca, False
135, 13, 5, .ro, False
53, 28, 3, .com, False
71, 18, 5, .com, False
76, 18, 5, .com, False
115, 21, 4, .com, False
43, 27, 1, .com, False
48, 47, 1, .ml, False
34, 31, 2, .net, False
94, 27, 5, .com, False
62, 23, 3, .stream, False
72, 19, 1, .net, False
70, 32, 5, .com, False
11, 4, 1, .co, True: x.co
37, 26, 3, .com, False
56, 17, 5, .com, False
20, 12, 2, .com, False
40, 7, 2, .ms, False
21, 15, 1, .top, False
22, 15, 2, .top, False
52, 14, 5, .com, False
31, 24, 2, .org, False
43, 27, 1, .com, False
51, 17, 5, .com, False
39, 13, 3, .com, False
144, 9, 3, .tk, False
154, 9, 3, .tk, False
45, 27, 1, .com, False
144, 9, 3, .tk, False
29, 16, 3, .com, False
191, 10, 4, .ga, False
247, 10, 4, .ga, False
33, 20, 3, .es, False
37, 27, 2, .top, False
65, 20, 6, .com, False
48, 25, 1, .cf, False
39, 17, 2, .com, False
68, 17, 6, .com, False
42, 13, 2, .xyz, False
21, 14, 1, .com, False
31, 20, 3, .au, False
80, 20, 4, .au, False
49, 33, 2, .com, False
26, 25, 1, .ga, False
48, 25, 1, .ga, False
29, 18, 2, .com, False
36, 21, 2, .pl, False
32, 17, 2, .pl, False
14, 6, 1, .ly, True: bit.ly
18, 12, 2, .br, False
14, 8, 2, .com, False
72, 12, 5, .br, False
73, 12, 6, .br, False
64, 8, 5, .de, False
42, 10, 5, .com, False
74, 16, 5, .com, False
75, 16, 6, .com, False
10, 4, 1, .co, True: x.co
40, 9, 5, .org, False
141, 8, 6, .de, False
33, 31, 1, .net, False
34, 33, 1, .com, False
55, 30, 6, .com, False
46, 23, 4, .com, False
149, 23, 7, .com, False
94, 27, 5, .com, False
11, 4, 1, .co, True: x.co
35, 26, 3, .com, False
51, 20, 3, .com, False
50, 14, 3, .com, False
70, 14, 3, .com, False
61, 14, 3, .com, False
76, 24, 6, .uk, False
52, 28, 5, .com, False
117, 28, 5, .com, False
31, 24, 2, .org, False
97, 11, 11, .com, False
14, 6, 1, .ly, True: bit.ly
22, 21, 1, .xyz, False
30, 29, 1, .com, False
16, 10, 1, .im, False
10, 4, 1, .co, True: x.co
13, 7, 1, .tl, False
58, 48, 2, .com, False
46, 19, 3, .com, False
10, 4, 1, .co, True: x.co
120, 9, 11, .ru, False
17, 12, 2, .br, False
13, 6, 1, .gl, True: goo.gl
13, 6, 1, .gl, True: goo.gl
13, 6, 1, .gl, True: goo.gl
36, 36, 0, .com, False
50, 14, 3, .com, False
49, 14, 2, .com, False
21, 14, 2, .ml, False
39, 31, 2, .net, False
13, 6, 1, .gl, True: goo.gl
63, 22, 3, .za, False
318, 38, 1, .com, True: goo.gl
65, 18, 4, .com, False
30, 16, 2, .cf, False
39, 8, 3, .ru, False
61, 11, 7, .com, False
121, 11, 11, .com, False
37, 26, 2, .ml, False
44, 36, 1, .com, False
34, 31, 2, .net, False
47, 23, 5, .com, False
149, 23, 7, .com, False
34, 26, 2, .com, False
23, 22, 1, .icu, False
55, 31, 1, .net, False
70, 28, 3, .com, False
54, 11, 3, .com, False
42, 31, 2, .net, False
51, 24, 2, .id, False
44, 17, 3, .icu, False
21, 13, 2, .ma, False
55, 31, 3, .com, False
44, 14, 2, .cf, False
32, 31, 1, .net, False
44, 22, 3, .com, False
62, 11, 4, .com, False
52, 13, 3, .19, False
69, 11, 6, .com, False
49, 14, 2, .com, False
22, 22, 0, .net, False
212, 31, 15, .pl, False
48, 47, 1, .com, False
63, 48, 2, .com, False
378, 38, 1, .com, False
27, 16, 2, .com, False
21, 16, 1, .com, False
28, 17, 1, .online, False
386, 38, 1, .com, False
47, 13, 2, .org, False
88, 13, 4, .org, False
14, 8, 1, .io, False
100, 19, 3, .com, False
10, 4, 1, .co, True: x.co
39, 31, 2, .net, False
27, 13, 2, .com, False
18, 9, 1, .com, False
65, 17, 6, .com, False
53, 17, 5, .com, False
54, 17, 6, .com, False
33, 25, 2, .com, False
16, 10, 1, .im, False
42, 31, 2, .net, False
36, 19, 3, .com, False
33, 20, 2, .tr, False
14, 6, 1, .ly, True: bit.ly
17, 9, 1, .us, False
86, 28, 9, .net, False
88, 28, 9, .net, False
12, 7, 1, .me, False
13, 7, 1, .me, False
13, 6, 1, .gl, True: goo.gl
40, 32, 2, .com, False
13, 7, 1, .tl, False
16, 10, 1, .im, False
25, 24, 1, .me, False
41, 31, 1, .com, False
47, 37, 1, .com, False
37, 21, 2, .ua, False
38, 21, 2, .ua, False
14, 7, 1, .me, False
19, 16, 1, .com, False
58, 21, 4, .id, False
48, 28, 4, .com, False
41, 28, 1, .com, False
52, 20, 4, .com, False
275, 37, 1, .com, False
125, 11, 11, .com, False
97, 34, 4, .com, False
61, 6, 1, .gl, True: goo.gl
98, 18, 5, .com, False
47, 20, 4, .com, False
62, 13, 4, .berlin, False
61, 25, 5, .org, False
58, 25, 5, .org, False
112, 28, 2, .com, False
197, 28, 2, .com, False
23, 16, 3, .com, False
28, 9, 3, .in, False
37, 19, 3, .com, False
96, 34, 7, .com, False
44, 13, 3, .com, False
43, 13, 3, .com, False
44, 13, 3, .com, False
54, 31, 1, .net, False
18, 8, 1, .ink, False
46, 19, 1, .me, False
598, 22, 2, .com, False
19, 4, 1, .co, True: x.co
45, 16, 4, .ru, False
91, 15, 4, .es, False
26, 15, 2, .es, False
57, 22, 2, .com, False
37, 22, 1, .com, False
44, 15, 3, .in, False
37, 16, 3, .bd, False
109, 16, 5, .ru, False
19, 11, 1, .com, False
20, 11, 2, .com, False
30, 11, 2, .com, False
31, 11, 3, .com, False
27, 11, 2, .com, False
28, 11, 3, .com, False
15, 4, 1, .co, True: x.co
49, 10, 1, .im, False
15, 4, 1, .co, True: x.co
35, 22, 1, .za, False
24, 13, 3, .net, False
42, 14, 3, .ro, False
27, 13, 3, .net, False
60, 24, 4, .com, False
61, 24, 4, .com, False
62, 13, 3, .com, False
23, 15, 3, .ph, False
16, 10, 1, .im, False
41, 28, 2, .com, False
10, 4, 1, .co, True: x.co
13, 7, 1, .tl, False
13, 6, 1, .gl, True: goo.gl
22, 21, 1, .com, False
124, 21, 3, .com, False
22, 9, 2, .me, False
40, 27, 2, .com, False
46, 17, 4, .com, False
86, 21, 2, .com, False
39, 25, 3, .hu, False
44, 25, 4, .hu, False
56, 33, 3, .org, False
39, 26, 1, .mobi, False
88, 17, 5, .store, False
62, 25, 2, .store, False
41, 16, 3, .com, False
38, 23, 3, .com, False
42, 14, 4, .com, False
74, 21, 3, .net, False
74, 21, 3, .net, False
52, 15, 3, .ml, False
39, 15, 3, .ml, False
61, 16, 3, .org, False
55, 31, 1, .net, False
79, 20, 7, .com, False
96, 20, 7, .com, False
14, 6, 1, .ly, True: bit.ly
55, 19, 2, .id, False
77, 23, 2, .store, False
36, 16, 3, .com, False
123, 17, 5, .store, False
42, 34, 2, .net, False
400, 38, 1, .com, False
25, 10, 3, .org, False
390, 38, 1, .com, False
378, 38, 1, .com, False
32, 29, 2, .com, False
45, 34, 2, .net, False
